Rank,Year,Position,Name,Age,Games,Plate_Appearances,At_Bats,Runs,Hits,Doubles,Triples,Home_Runs,Runs_Batted_In,Stolen_Bases,Caught_Stealing,Base_On_Balls,Strikeouts,Batting_Average,On_Base_Percentage,Slugging_Percentage,On_Base_Plus_Slugging_Percentage,On_Base_Plus_Slugging_Percentage_Plus,Total_Bases,Double_Plays_Grounded_Into,Times_Hit_By_Pitch,Sacrifice_Hits,Sacrifice_Flies,Intentional_Bases_on_Balls,Dominant_Hand,Switch_Hitter
4,2010,SS,Juan Uribe,31,148,575,521,64,129,24,2,24,85,1,2,45,92,0.248,0.31,0.44,0.749,102,229,20,4,0,5,6,Right,No
5,2010,3B,Pablo Sandoval,23,152,616,563,61,151,34,3,13,63,3,2,47,81,0.268,0.323,0.409,0.732,99,230,26,1,0,5,12,Right,Yes
6,2010,LF,Pat Burrell,33,96,341,289,41,77,16,0,18,51,0,2,47,77,0.266,0.364,0.509,0.872,136,147,5,0,0,5,4,Right,No
7,2010,CF,Aaron Rowand,32,105,357,331,42,76,12,2,11,34,5,3,16,74,0.23,0.281,0.378,0.659,78,125,11,8,1,1,3,Right,No
8,2010,RF,Nate Schierholtz,26,137,252,227,34,55,13,3,3,17,4,5,20,38,0.242,0.311,0.366,0.676,85,83,3,3,1,1,5,Left,No
9,2010,OF,Andres Torres,32,139,570,507,84,136,43,8,16,63,26,7,56,128,0.268,0.343,0.479,0.823,122,243,10,2,5,0,2,Right,Yes
10,2010,SS,Edgar Renteria,33,72,267,243,26,67,11,2,3,22,3,0,21,43,0.276,0.332,0.374,0.707,93,91,8,0,2,1,3,Right,No
11,2010,C,Bengie Molina,35,61,221,202,17,52,6,0,3,17,0,0,14,19,0.257,0.312,0.332,0.644,77,67,7,3,0,2,4,Right,No
12,2010,1B,Travis Ishikawa,26,116,173,158,18,42,11,0,3,22,0,0,13,29,0.266,0.32,0.392,0.712,94,62,3,0,1,1,2,Left,No
13,2010,C,Eli Whiteside,30,56,141,126,19,30,6,1,4,10,1,2,8,35,0.238,0.299,0.397,0.696,89,50,4,3,3,0,0,Right,No
14,2010,RF,José Guillén,34,42,139,128,9,34,5,0,3,15,0,0,5,29,0.266,0.317,0.375,0.692,89,48,8,5,0,1,0,Right,No
15,2010,LF,Mark DeRosa,35,26,104,93,9,18,3,0,1,10,0,2,9,16,0.194,0.279,0.258,0.537,48,24,6,2,0,0,0,Right,No
16,2010,OF,John Bowker,26,41,90,82,9,17,3,0,3,8,0,0,6,23,0.207,0.256,0.354,0.609,65,29,1,0,0,2,1,Left,No
17,2010,2B,Matt Downs,26,29,88,78,6,19,7,0,1,7,0,0,8,18,0.244,0.318,0.372,0.69,88,29,1,1,0,1,0,Right,No
18,2010,OF,Cody Ross,29,33,82,73,11,21,4,0,3,7,0,1,7,21,0.288,0.354,0.466,0.819,122,34,2,1,0,1,0,Right,No
19,2010,IF,Mike Fontenot,30,28,76,71,10,20,2,0,0,5,0,2,5,13,0.282,0.329,0.31,0.639,76,22,0,0,0,0,0,Left,No
20,2010,UT,Eugenio Velez,28,29,66,55,7,9,2,0,2,8,0,0,6,9,0.164,0.246,0.309,0.555,51,17,0,0,5,0,0,Right,Yes
21,2010,IF,Ryan Rohlinger,26,12,18,15,1,3,0,0,0,1,0,0,2,5,0.2,0.294,0.2,0.494,39,3,1,0,1,0,0,Right,No
22,2010,2B,Emmanuel Burriss,25,7,5,5,3,2,0,0,0,0,0,0,0,1,0.4,0.4,0.4,0.8,120,2,0,0,0,0,0,Right,Yes
23,2010,CF,Darren Ford,24,7,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Right,No
1,2009,C,Bengie Molina,34,132,520,491,52,130,25,1,20,80,0,0,13,68,0.265,0.285,0.442,0.727,87,217,14,5,0,11,3,Right,No
2,2009,1B,Travis Ishikawa,25,120,363,326,49,85,10,2,9,39,2,2,30,89,0.261,0.329,0.387,0.715,87,126,7,4,1,2,3,Left,No
3,2009,2B,Emmanuel Burriss,24,61,220,202,18,48,6,0,0,13,11,4,14,34,0.238,0.292,0.267,0.56,48,54,3,2,1,1,1,Right,Yes
4,2009,SS,Edgar Renteria,32,124,510,460,50,115,19,1,5,48,7,2,39,69,0.25,0.307,0.328,0.635,67,151,17,1,5,5,5,Right,No
5,2009,3B,Pablo Sandoval,22,153,633,572,79,189,44,5,25,90,5,5,52,83,0.33,0.387,0.556,0.943,144,318,10,4,0,5,13,Right,Yes
6,2009,LF,Fred Lewis,28,122,336,295,49,76,21,3,4,20,8,4,36,84,0.258,0.348,0.39,0.738,94,115,4,5,0,0,3,Left,No
7,2009,CF,Aaron Rowand,31,144,546,499,61,130,30,2,15,64,4,1,30,125,0.261,0.319,0.419,0.738,92,209,12,14,0,3,2,Right,No
8,2009,RF,Randy Winn,35,149,597,538,65,141,33,5,2,51,16,2,47,93,0.262,0.318,0.353,0.671,76,190,6,1,3,8,2,Right,Yes
9,2009,IF,Juan Uribe,30,122,432,398,50,115,26,4,16,55,3,1,25,82,0.289,0.329,0.495,0.824,112,197,7,1,3,5,2,Right,No
10,2009,RF,Nate Schierholtz,25,116,308,285,33,76,19,2,5,29,3,1,16,58,0.267,0.302,0.4,0.702,82,114,5,1,0,6,3,Left,No
11,2009,UT,Eugenio Velez,27,84,307,285,40,76,13,5,5,31,11,5,16,55,0.267,0.308,0.4,0.708,84,114,6,2,2,2,1,Right,Yes
12,2009,OF,Andres Torres,31,75,170,152,30,41,6,8,6,23,6,1,16,45,0.27,0.343,0.533,0.876,126,81,0,1,1,0,0,Right,Yes
13,2009,C,Eli Whiteside,29,49,134,127,15,29,6,1,2,13,0,0,4,30,0.228,0.269,0.339,0.607,58,43,4,3,0,0,1,Right,No
14,2009,1B,Rich Aurilia,37,60,133,122,10,26,2,0,2,16,0,0,8,24,0.213,0.256,0.279,0.534,40,34,5,0,0,3,1,Right,No
15,2009,1B,Ryan Garko,28,40,127,115,10,27,3,1,2,12,0,0,9,10,0.235,0.307,0.33,0.638,68,38,2,3,0,0,0,Right,No
16,2009,2B,Freddy Sanchez,31,25,107,102,11,29,1,0,1,7,0,0,2,16,0.284,0.295,0.324,0.619,62,33,3,0,2,1,0,Right,No
17,2009,UT,John Bowker,25,31,73,67,7,13,2,2,2,7,1,0,4,18,0.194,0.247,0.373,0.62,60,25,0,1,0,1,0,Left,No
18,2009,2B,Matt Downs,25,17,60,53,6,9,2,0,1,2,1,0,6,13,0.17,0.25,0.264,0.514,35,14,2,0,0,1,1,Right,No
19,2009,MI,Kevin Frandsen,27,23,54,50,3,7,2,0,0,1,0,0,3,4,0.14,0.204,0.18,0.384,2,9,2,1,0,0,0,Right,No
20,2009,1B,Jesús Guzmán,25,12,20,20,0,5,0,0,0,0,0,0,0,3,0.25,0.25,0.25,0.5,32,5,2,0,0,0,0,Right,No
21,2009,IF,Ryan Rohlinger,25,12,20,19,0,3,1,0,0,4,0,0,1,6,0.158,0.2,0.211,0.411,8,4,1,0,0,0,0,Right,No
22,2009,C,Buster Posey,22,7,17,17,1,2,0,0,0,0,0,0,0,4,0.118,0.118,0.118,0.235,-38,2,0,0,0,0,0,Right,No
23,2009,C,Steve Holm,29,4,9,7,1,2,0,0,0,0,0,0,2,0,0.286,0.444,0.286,0.73,97,2,0,0,0,0,0,Right,No
1,2008,C,Bengie Molina,33,145,569,530,46,155,33,0,16,95,0,0,19,38,0.292,0.322,0.445,0.767,98,236,23,9,0,11,5,Right,No
2,2008,1B,John Bowker,24,111,350,326,31,83,14,3,10,43,1,1,19,74,0.255,0.3,0.408,0.708,83,133,7,3,0,2,1,Left,No
3,2008,2B,Ray Durham,36,87,304,263,43,77,23,0,3,32,6,2,38,49,0.293,0.385,0.414,0.799,109,109,6,2,0,1,0,Right,Yes
4,2008,SS,Omar Vizquel,41,92,300,266,24,59,10,1,0,23,5,4,24,29,0.222,0.283,0.267,0.55,45,71,4,0,7,3,9,Right,Yes
5,2008,3B,José Castillo,27,112,420,394,42,96,28,4,6,35,2,2,25,71,0.244,0.29,0.381,0.671,74,150,16,1,0,0,1,Right,No
6,2008,LF,Fred Lewis,27,133,521,468,81,132,25,11,9,40,21,7,51,124,0.282,0.351,0.44,0.791,105,206,5,0,0,2,3,Left,No
7,2008,CF,Aaron Rowand,30,152,611,549,57,149,37,0,13,70,2,4,44,126,0.271,0.339,0.41,0.749,94,225,21,14,0,4,7,Right,No
8,2008,RF,Randy Winn,34,155,667,598,84,183,38,2,10,64,25,2,59,88,0.306,0.363,0.426,0.79,105,255,6,0,1,9,6,Right,Yes
9,2008,CI,Rich Aurilia,36,140,440,407,33,115,21,1,10,52,1,1,30,56,0.283,0.332,0.413,0.745,93,168,11,1,0,2,4,Right,No
10,2008,2B,Eugenio Velez,26,98,292,275,32,72,16,7,1,30,15,6,14,40,0.262,0.299,0.382,0.681,76,105,11,1,1,1,2,Right,Yes
11,2008,MI,Emmanuel Burriss,23,94,274,240,37,68,6,1,1,18,13,5,23,24,0.283,0.357,0.329,0.686,81,79,7,5,5,1,1,Right,Yes
12,2008,UT,Pablo Sandoval,21,41,154,145,24,50,10,1,3,24,0,0,4,14,0.345,0.357,0.49,0.847,118,71,6,1,0,4,1,Right,Yes
13,2008,SS,Ivan Ochoa,25,47,135,120,7,24,8,0,0,3,0,1,4,28,0.2,0.244,0.267,0.511,33,32,3,3,7,0,1,Right,No
14,2008,LF,Dave Roberts,36,52,130,107,18,24,2,2,0,9,5,3,20,18,0.224,0.341,0.28,0.621,65,30,0,0,1,2,1,Left,No
15,2008,1B,Travis Ishikawa,24,33,104,95,12,26,6,0,3,15,1,0,9,27,0.274,0.337,0.432,0.768,99,41,1,0,0,0,1,Left,No
16,2008,C,Steve Holm,28,49,98,84,10,22,9,0,1,6,0,1,10,16,0.262,0.357,0.405,0.762,99,34,3,3,0,1,1,Right,No
17,2008,SS,Brian Bocock,23,32,93,77,4,11,1,0,0,2,4,2,12,29,0.143,0.258,0.156,0.414,12,12,2,0,4,0,0,Right,No
18,2008,RF,Nate Schierholtz,24,19,81,75,12,24,8,1,1,5,0,1,3,8,0.32,0.37,0.493,0.864,123,37,1,3,0,0,0,Left,No
19,2008,UT,Daniel Ortmeier,27,38,73,64,4,14,6,0,0,5,2,2,7,18,0.219,0.315,0.313,0.628,65,20,1,2,0,0,1,Right,Yes
20,2008,OF,Brian Horwitz,25,21,42,36,5,8,0,0,2,4,0,0,5,10,0.222,0.31,0.389,0.698,81,14,0,0,0,1,0,Right,No
21,2008,2B,Travis Denker,22,24,42,37,6,9,4,1,1,3,0,0,5,10,0.243,0.333,0.486,0.82,111,18,0,0,0,0,0,Right,No
22,2008,CI,Scott McClain,36,14,38,33,7,9,1,0,2,7,0,1,5,8,0.273,0.368,0.485,0.853,121,16,0,0,0,0,0,Right,No
23,2008,3B,Ryan Rohlinger,24,21,33,32,2,3,1,1,0,2,0,1,1,8,0.094,0.121,0.188,0.309,-21,6,2,0,0,0,0,Right,No
24,2008,OF,Rajai Davis,27,12,19,18,2,1,0,0,0,0,4,0,1,6,0.056,0.105,0.056,0.161,-56,1,0,0,0,0,0,Right,No
25,2008,C,Eliézer Alfonzo,29,5,11,11,0,1,0,0,0,1,0,0,0,4,0.091,0.091,0.091,0.182,-52,1,2,0,0,0,0,Right,No
26,2008,3B,Conor Gillaspie,20,8,7,5,1,1,0,0,0,0,0,0,2,0,0.2,0.429,0.2,0.629,72,1,0,0,0,0,0,Left,No
27,2008,LF,Clay Timpner,25,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-100,0,0,0,0,0,0,Left,No
28,2008,,Kevin Frandsen,26,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,Right,No
29,2008,,J.T. Snow,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Left,No
1,2007,C,Bengie Molina,32,134,517,497,38,137,19,1,19,81,0,0,15,53,0.276,0.298,0.433,0.731,86,215,13,2,1,2,2,Right,No
2,2007,1B,Ryan Klesko,36,116,411,362,51,94,27,3,6,44,5,1,46,68,0.26,0.344,0.401,0.744,92,145,14,1,1,1,2,Left,No
3,2007,2B,Ray Durham,35,138,528,464,56,101,21,2,11,71,10,2,53,75,0.218,0.295,0.343,0.638,64,159,18,2,0,9,6,Right,Yes
4,2007,SS,Omar Vizquel,40,145,575,513,54,126,18,3,4,51,14,6,44,48,0.246,0.305,0.316,0.621,61,162,14,1,14,3,6,Right,Yes
5,2007,3B,Pedro Feliz,32,150,590,557,61,141,28,2,20,72,2,2,29,70,0.253,0.29,0.418,0.708,80,233,15,1,0,3,2,Right,No
6,2007,LF,Barry Bonds,42,126,477,340,75,94,14,0,28,66,5,0,132,54,0.276,0.48,0.565,1.045,169,192,13,3,0,2,43,Left,No
7,2007,CF,Dave Roberts,35,114,443,396,61,103,17,9,2,23,31,5,42,66,0.26,0.331,0.364,0.695,79,144,4,0,4,0,1,Left,No
8,2007,RF,Randy Winn,33,155,653,593,73,178,42,1,14,65,15,3,44,85,0.3,0.353,0.445,0.798,104,264,12,7,4,5,3,Right,Yes
